datetime,open,high,low,close
2020-01-24 13:00:00,1561.96997,1562.5,1561.23999,1561.75
2020-01-24 14:00:00,1561.80005,1562.32996,1561.12,1561.77771
2020-01-24 15:00:00,1561.82996,1562.34998,1559.43005,1559.76343
2020-01-24 16:00:00,1559.76001,1561.23999,1559.70972,1560.59998
2020-01-24 17:00:00,1560.67004,1561.48999,1560.255,1560.83496
2020-01-24 18:00:00,1560.81995,1561.5,1559.44849,1559.63501
2020-01-24 19:00:00,1559.69995,1560.069946,1557.65002,1558.53003
2020-01-24 20:00:00,1558.64001,1561.48999,1558.33997,1561.297
2020-01-24 21:00:00,1561.37,1563.02002,1560.69495,1560.69495
2020-01-24 22:00:00,1560.75,1560.76001,1558.68994,1559.26001
2020-01-24 23:00:00,1559.16003,1560.37,1557.56006,1558.17004
2020-01-25 00:00:00,1558.27002,1562.39001,1556.67004,1561.46765
2020-01-25 01:00:00,1561.54004,1566.35999,1559.81995,1564.31006
2020-01-25 02:00:00,1564.52002,1575.26001,1564.16003,1570.34998
2020-01-25 03:00:00,1570.030029,1573.82996,1568.95996,1572.57996
2020-01-25 04:00:00,1572.73999,1575.81995,1570.63,1571.75269
2020-01-25 05:00:00,1571.76001,1574.62,1571.62463,1572.81775
2020-01-25 06:00:00,1572.98999,1575.82996,1570.92004,1571.13
2020-01-25 07:00:00,1570.92004,1572.64001,1569.66003,1571.89502
2020-01-25 08:00:00,1571.77002,1571.95996,1570.31995,1571.44995
2020-01-27 10:00:00,1581.34998,1588.62,1579.55005,1582.014893
2020-01-27 11:00:00,1582.81006,1583.01001,1577.40002,1578.034546
2020-01-27 12:00:00,1578.14001,1581.875,1577.59998,1581.13892
2020-01-27 13:00:00,1581.20996,1583.19495,1580.91003,1582.151
2020-01-27 14:00:00,1582.089966,1582.099976,1579.41003,1579.41504
2020-01-27 15:00:00,1579.51001,1580.19995,1578.079956,1579.1853
2020-01-27 16:00:00,1579.18994,1580.80005,1578.48999,1580.70288
2020-01-27 17:00:00,1580.53003,1580.98999,1578.39001,1578.95251
2020-01-27 18:00:00,1578.98999,1580.12,1577.050049,1578.15002
2020-01-27 19:00:00,1577.84998,1579.78003,1575.95996,1579.31494
2020-01-27 20:00:00,1579.59998,1583.60999,1579.18005,1582.77441
2020-01-27 21:00:00,1582.79004,1585.62,1582.12793,1585.45715
2020-01-27 22:00:00,1585.69995,1586.33997,1582.90002,1584.55005
2020-01-27 23:00:00,1584.32996,1584.49866,1580.37,1583.99451
2020-01-28 00:00:00,1583.78003,1585.0,1581.15002,1581.5
2020-01-28 01:00:00,1581.46997,1586.060059,1578.17004,1579.89282
2020-01-28 02:00:00,1579.98999,1584.44995,1579.48999,1583.81006
2020-01-28 03:00:00,1583.87,1584.030029,1581.050049,1582.64001
2020-01-28 04:00:00,1582.76001,1582.76001,1578.73999,1580.20618
2020-01-28 05:00:00,1580.18994,1580.375,1577.17004,1578.31006
2020-01-28 06:00:00,1578.21997,1581.069946,1578.21997,1580.91846
2020-01-28 07:00:00,1580.93005,1583.26001,1580.13,1582.76001
2020-01-28 08:00:00,1582.81006,1583.41003,1581.54504,1581.95496
2020-01-28 09:00:00,1581.84497,1581.86499,1581.6051,1581.61499
2020-01-28 10:00:00,1581.66003,1581.89001,1580.15491,1581.18994
2020-01-28 11:00:00,1581.20996,1583.094971,1580.28003,1582.72839
2020-01-28 12:00:00,1582.88,1583.084961,1580.16003,1580.99158
2020-01-28 13:00:00,1580.95996,1582.27002,1580.68005,1581.13
2020-01-28 14:00:00,1581.099976,1581.30322,1579.62,1579.68616
2020-01-28 15:00:00,1579.70996,1580.35999,1579.1084,1579.64038
2020-01-28 16:00:00,1579.68005,1580.68005,1578.44995,1579.33032
2020-01-28 17:00:00,1579.30005,1579.80005,1578.21997,1579.00354
2020-01-28 18:00:00,1578.97998,1580.050049,1577.01001,1577.20996
